Review,Label
It came in a weird orange/gold color. The part that touches the wall was orange and the arm and light was gold. Would have been nice but…eh…,0
"I’m actually really disappointed in this item! I had high hopes but it’s just not worth the money. The battery life is terrible, the “brightness” isn’t bright at all and there is very little % difference when using the remote",0
Warning. This did not come with any hardware.,0
"I purchased 2 pieces, only 1 is working , the second one can’t operate at all",0
Looks good and very easy to install but it didn’t last very long,0
"The light is okay but not as good as we would have liked for the following reasons:

When the lamp is on, the light reflect several dots onto the painting. It looks ridiculous, like airport runway lights. There seems to be no way to diminish or remove the dots without turning off the lamp.

We expecting light to emanate from the fixture without the bulbs throwing off 12 dots onto the canvas.",0
"I installed this light above my dining room painting and first of all, it was not bright enough to light up the whole painting. Also, I used brand new high-quality batteries, and they died after just a few hours of use. I would recommend a light that plugs in and doesn't waste batteries.",0
Poor brightness,0
its not bright and the gold finish looks cheap. I think I'll go with the rechargable one to see if thats any better,0
"Very disappointed. Purchased this light knowing that it could be a ""you get what you pay for"" situation and it certainly was. Light was dim after Day #4. And I only had the light on for maybe 2 hours a day if that. Completely drained many batteries. Very cheap material, although from a distance it looks nice. Would have kept it if it wasn't running through batteries and if the light that it produced was sufficient to highlight my art. Off to buy something more substantial.",0
Overall lived it but the color looked cheap so had to return it.,0
"I have a plug-in picture light that is great! I decided to try a cordless light on another painting that I have. This light is weak and doesn’t illuminate the detail that is in the painting. It’ll do for now, unfortunately I can’t return it.",0
"Very dissatisfied with brightness. Not bright at all, even with fresh batteries. Lousy light!.",0
" This is my replacement order after receiving the first one which was clearly returned and the remote was not included. This was packaged in a smaller box which made me feel like it was new and not a return. Overall, glad they made it right but definitely a disappointment. There’s definitely a discrepancy in color, the “rose gold” is not it, but this works for what I want it for. If the little details like that will bother you don’t get this version, but overall I’m happier.

Update: Video added with remote control use. Light works for its purpose. Definitely not the prettiest thing but it’s cost effective. Not sure if I’d buy again but it works for now.",0
"I kept it to avoid the hassle, but would never order it again. When it is installed, the neck is too short and it shines brightly on the top side of the frame, but no matter how it is adjusted, it cannot shine on more than the upper half of the painting leaving the bottom half in darkness. The level that is attached to the plate you use for the installation is not level. There is nothing adjustable about it with the arm having no flexibility except side to side. As I said, don't waste your time!",0
I purchased this for my gallery picturr frames. It is not wide or bright enough to illuminate the frames. The wireless remote works seamlessly. The colors are good. If only they made it with stronger illumination...,0
"I’ve been having to use this just as decoration because the remote won’t cut on and I bought the necessary batteries for this item. I had this product for about 4 months but I’m extremely frustrated because I wanted to use this as a light not just for decoration. I also, don’t know who to contact with the product not being from USA.",0
"When you are unable to contact the seller, this is not good. I’m surprised Amazon allows this. I have several of these small remotes in my home and sell items that also use them. Not once have I ever had such a problem trying to replace the battery in the remote. It literally got destroyed. Since I am unable to contact the seller, I will replace the entire item. I refuse to give company my money if they are an untouchable.",0
"I bought two of these and they looked fine and worked fine but after only three months, I started using rechargeable batteries because the normal batteries wouldn't last long. I took the rechargeable batteries out and charged them a few batteries at a time, when I went to put the batteries back in they worked fine in one but for the other I couldn't easily slide the battery in like before. I could only push it in snuggley but that would never have worked before I wouldn't be able to get them out again. The batteries had been out for two days and the body of it, where the batteries go, must have warped somehow. Odd because they are plastic. So it only lasted three months.",0
"I wanted to love this and thought it would look good from afar, but it is just too cheap looking. I was going to use command strips to attach to the wall. It’s very light. I even spray painted it gold so it had a uniform look because like other reviews, it is two toned gold. Part plastic/part metal.",0
"Purchased this due to price, good reviews and an influencer I follow:/ I was so disappointed when I opened it, so so cheap looking. Like painted plastic. Seemed to work fine and for 30$ what ya expect. Returned.",0
"Nice light add a lil flare to your space. You see i was all excited when I wrote my first post. That's why is always good to wait after a month to write a review about a product!
I received this light October 3. I set it up. The light was working good, very bright.
Lastnight I tried using the remote for the light and its not turning on.
Can you imagine all I got was 1 month usage of the light and it STOP WORK! Whoever the owner of this company I am demanding a new light that actually has a life span with and remote.
Today is exactly A MONTH, since I received this light and its not working. I am extremely disappointed in WITH this product.",0
I ordered this light on Aug 29th. Loved it at first. I don’t turn it on daily. And when I do turn it on I only have it on for 60-120 mins. The light no longer turns on. I have switched out the batteries and even tried using the side button on the light instead of the remote and it still isn’t working.,0
"I bought this and was happy with it , but that was short lived. I bought it to go over a piece of art. I only turned it in stem guests were in my home. I didn’t use this light very much. When it wouldn’t come on I thought the battery was dead. I Changed the batteries with multiple batteries. I tried batteries from different packs. No luck. There is no way to change the battery in the remote without breaking it. By the time I noticed this was not working, the return date had passed. In my opinion, this light is not worth purchasing.",0
"I bought this in March of 2021, so almost two years ago, which means it's not that old. Battery inside fixture died, so I tried to change it but only the first of three came out. The second and third are stuck inside a thick layer of corrosion. I broke a paring knife trying to get them out! Do not buy this item!",0
"Directionally there isn’t much you can adjust here so you’re not going to get a full wash on a larger picture. It sucks up battery power pretty quickly. It nice that the light is programmable for temp and dim. There isn’t much selection for a reasonable priced cordless battery operated art light, so I guess you have to pick your battles.",0
"I was a little disappointed because it is mostly plastic, but I hung it. It looks nice high on the wall. I have only had it a couple of months, and it has already stopped working properly. The light is now very dim.",0
Bought in February 2022 and noticed in August it was not working working when trying to turn it on by remote. Now in November 2022 I tested batteries in light and they were still good since I only used the light on occasion. Replaced batteries and still nothing with either using the remote or the button on the light. Extremely disappointed and now I have a light on my wall that doesn't work or have to remove and repair the holes. Waste of money and time to install with it not even lasting a full year.,0
"I ordered this light to go over a frame that has a gold edge around the matting, however the only part that was gold on this light was the pivot arm. The majority of the light fixture is actually copper in color, which won’t work with my frame so I am returning the light.
I did like the concept of being able to choose warm or cool lighting for my picture and also being able to pivot the aim of the light but the light is not bright enough for the color tone to matter. It only lit the very top part of the picture.
Another thing I discovered is that the majority of this light is plastic. I thought when the description said metal and plastic, that the lens over the led bulbs would be plastic and the rest would be metal when in fact the only part that is metal is the gold pivot arm. All other parts are plastic. Even with its shortcomings, I might have kept the light had it actually been entirely gold as stated in the description. Shiny copper with a small section of gold did not look right together in the light and looked even worse when I put it above the frame that also had gold accents. Very disappointed!",0
"The light is somewhat disappointing because although you can tell it is cheaply made with plastic, it still is a nice shape and aesthetic. The light is also pretty dim even on the highest setting. I would only recommend this if you have fairly low expectations and don’t need a light that is very bright.",0
The light is beautiful and easy to install. It even comes with a built in level. I would have given it five stars if not for the fact that it GUZZLES batteries. It takes three AA non-rechargeable batteries. I left mine on as a night light two nights in a row and then had to change the batteries. Needing to do that so often is highly annoying. It also seems wasteful and can’t be good for the economy. I wish this came in a more energy efficient version.,0
It's only lighting up less than half of my map. That's at full brightness.,0
"Bought in silver, returned. The casing looks pretty cheap and plastic-y. Because you can't adjust the neck outward (you can side to side) you're really just lighting up the top 5 or 6 inches of your artwork. (Mine is 30 x 44) Because it's to close to the face of the art, it doesn't cast a very diffuse light, and you can see the reflection of the LEDS. I did like the warm/cool light option. And not very expensive, so probably fine for smaller pieces that are not reflective.",0
"I returned it because the metals on the lamp didn’t match. The neck is a yellow gold, and the base and the lamp are rose gold. I was looking for something that was all yellow gold. I did like that it was lightweight and was battery operated as it was going on a wall where i didnt want to hardwire or have a plug hanging from the lamp. But i did not try any of the features since I didn’t install it because of the color mismatch.",0
Only had this for a few months- hardly used- and not left on for long. Have needed to change batteries 2x and now has completely stopped working.,0
"Good quality and the remote/brightness modes are excellent but the “gold” color is really an odd orange/copper. The artwork I was going to pair it with has some gold paint and a gold frame which made the copper color stick out like a sore thumb. Even my husband (who has zero interest home decor - ha!) made a comment that it looked tacky.

That said, would still highly recommend the product if the black or silver colors suit your needs!",0
"I really like the way this ended up looking, and it would be perfect if not for the fact that the timer doesn't work daily. Yes I can turn it on with the remote, and choose how long it will stay on for. However it will not turn itself back on the next day. I have a ton of flameless candles and other lighting things in my room that exist on timers 6 hours on 18 hours off. I wish this did the same thing. I would have considered returning it if it wasn't drilled into my wall.",0
"If you're on the fence get off now, and buy a proper electric lamp. The rate this lamp gobbles batteries is infuriating, annoying, and wasteful.

Purchased to illuminate a large photograph in the living room and for ambient light, for an average 3-5 hours per night, which required changing the batteries THREE TIMES IN A MONTH.

My only recourse at this point is to install it in a closet with the remote handily nearby for quick on and off pops of light as needed.

What a regret. Save yourself headaches and get a plugin lamp. KTHXBYE.",0
"Pros: Comes with a remote
-has multiple lighting options
-very clean look, looks great above my picture.
-they give you a paper diagram for screw placement, very helpful.
-cordless.

Cons: goes through batteries fast, I leave it on for about 4-5 hours a night and batteries died in about a week, I have mine up really high cause I have vaulted ceilings so its a pain.

Overall: I am happy with this purchase and I am looking at getting more for some other pictures.
I would recommend this product.",0
"It looks so cheap and the ""gold"" color is not gold. It's more yellowish and doesn't match any of my art frames. I didn't even try to install it, just sent it back.",0
The product came with very helpful mounting hardware that made it easy to hang the base on the wall and ensure it was level. Unfortunately the actual fixture is not even so it looks off level even though it was mounted properly. Disappointed because it looks janky and I’m unable to fix it.,0
I purchased this back in October and it no longer works. I’ve changed both batteries on the light itself and remote control and the light doesn’t turned on.,0
This product is terrible. It drains the batteries even when it's not on. I checked batteries with voltmeter before putting them in they are fully charged the light is off the next day I go to turn it on it won't come on take the batteries out check with voltmeter batteries are dead It must have some sort of short it was a waste of $36 don't buy this I couldn't be any more disappointed,0
Flimsy plastic but work great and the flimsy plastic is undetectable if the lights are installed high enough. Works well.,0
"I bought this light to light up my mother's funeral portrait. I've turned it on less than 10x and I recently tried turning it on and nothing, changed the remote battery and nothing. Sadly now I need to buy another one from another maker since my mom's death memoria6is coming up soon.",0
It looks nice but it's not bright enough.,0
"I was thinking that this would be a much brighter light. But I think this is to be expected because it is battery powered. It does eat batteries faster than I expected. Also, although you have guides to align the screws when installing, I did this all correctly, when I put the light in the wall bracket, the light fixture was crooked. Not much you can do to straighten it. I used a little shim on one side. But for the money, it is a nice little light. I like the remote box, I set the timer for 2 hours. this preserves the batteries a bit. Has three different tones of light. Nice feature.",0
I really liked these lights but be warned they only last a few months. After 2 battery cycles the lights die out and will not turn on with fresh batteries. I’ve purchased 3 of these so far and cannot justify another one. WOULD NOT RECOMMEND.,0
"This light is cheap, so you get what you pay for. I can’t get it to hold tightly to the wall, so had to use double-sided tape to keep it flush to the wall. The light arm is also just a tad crooked, and you can’t adjust that part. We will see how fast it goes through batteries.",0
"Easy to use and the remote works great. Bright enough for a basic picture light but for those that though they might able to adapt for other uses like a stairway light, its just not bright enough. Not much brighter than a night light. Color is also an over the coppery collar and so kind of a tacky color. Will not look like copper -- more orange/copper mix.",0
"If you buy this light you will need to spray paint it. It works well. Good for the price but the colors being all different was not acceptable. For instance, the plastic is orange gold and the metal arm is bright gold.",0
"I ordered this with trepidation based on reviews but, for $30, I figured it couldn’t be all bad. Boy, was I wrong. It came out of the bag with wall paint splatters on it! So not only did they send me a flimsy piece of plastic, but they sent me a USED piece of flimsy plastic. This one is definitely going back.",0
"The light is a nice size, nice weight, looks nice. But it DOES NOT work. I went and bought a new battery for the remote and it still doesn’t work. I threw my packaging away so I can’t return it. wasted $30.00. It’s a nice concept, nice in theory but like I said mine just did not work!",0
"I purchased this light mainly because it had a timer function however, the timer does not come on each day at the same time like I wanted. The timer is only for minutes/hourly use.",0
Quit working after 3 months. I've replaced all batteries and it does not power on. Very disappointing.,0
It was great while it lasted. And wasn't able to get a refund or exchange for product. Do not recommend buying!,0
"It worked great for 4-5 days! After you throw out the box, it gets SOOO Dim! I bought 2 - both are terrible ! Don’t waste your money!!!",0
Light so dim that it's useless in illuminating my wall art. A couple of candles would be more effective.,0
"I ordered 3 and 2 worked. They are easy to install but cheap looking, from far away they’re okay.",0
"I like the light's design, but the light is very dim. More to use for a night light than an office space.",0
The light is not parallel with the mount and it's all crooked. It's made entirely of cheap plastic and came scuffed up.,0
The light looks nice above our picture however the remote does not work and the light does not work we changed the battery tried everything. I hate to return since it is mounted on the wall will contact seller for a new remote,0
I was hoping for more light and better range. I would have a plug in and better result if I could mount on a ceiling.,0
Product came without remote and now won't work. I replaced all 2 batteries and it still won't come on.,0
Bought 2…one for me and one for a client. Works great so far….easy to install. Has a mini level on the back plate.,0
"Its nice, easy to use but the batteries die in a couple of days. Not useful if I have to constantly put new batteries in. It takes 3 or 4 batteries, too expensive to use. Wish I could return it.",0
"The look was what I wanted , the light felt cheap and was defective.",0
Poor light strength and curve not deep enough to get around a larger frame. Puts light to close to artwork. Not tecommended.,0
The arm should be longer. Also it should mention what size painting this size light is recommended for.,0
Liked everything about the light EXCEPT for the actual lighting aspect.,0
Other product reviews indicate that this light covers more area than it does. Actually this photo shows it a lot better than it does in person. The first pic is in a dark room - the second is in a lite up room. Neither is to the quality we had been used to where the painting just jumped out at you.,0
"The light is not bright at all, will not light up a small poster with main lights out. Disappointed with the product. The pictures from ""buyers"" are highly exaggerated for as brightness of the light. BUYER BEWARE.",0
" Bought three 2 are working ok one does not turn on at all , I was very excited about this lights I was even going to order another one in black but after seen the problem that I have with the third light I can’t buy the black one, then I bought a 4th one to replace the one that didn’t turn on well the same thing it’s happening with the 4th does not turn on",0
Like other reviews have said this thing definitely drains your batteries in a matter of a few days. Not worth it unless maybe you have rechargeable batteries .Even then it would get annoying changing them all the time.,0
"Easy to install, looked nice and lite the picture perfect. Lasted a month. Changed batteries and nothing. Bought 2 and same happened with black one. Very disappointed in the product.",0
"Overall, the lights do the job I bought for which I bought them. Remote makes it very convenient to operate. The installation was somewhat a pain. The built in level is pretty much useless. The fluid for the level is so thick, the bubble takes forever to move. Then, when bubble centers, it is not correct. I verified this with my on level. Bought 3 lights. All were like this.",0
Don’t buy this. It doesn’t work and you’ll have to go through the hassle of returning it.,0
The only problem I have with this is the brightness isn’t great and it goes through batteries way too fast. Otherwise it was easy to install and looks nice above the picture.,0
"These need to be nailed in the wall as command strips don't work. I tried using 3 of them but still fell right off the wall instantly. You'd need to commit to using these forever.

Also didn't come with remote. When tried to return says non returnable but they said keep them and give me a full refund. Strange business.",0
"I was excited to install the light and as I was about to put it in the wall, the light began flickering. I installed brand new batteries and figured maybe they weren't in well, so I tried again. After a few minutes, same thing happened.",0
"I wanted to highlight my paintings with spot lights. I'm glad that I only purchased one to test out. Mounted directly above my 30x40"" painting, it only lights up the first twelve inches at best on its highest setting. It's something you'd expect to find at Dollar Tree...in fact, I bought a $1.00 LED lamp from Dollar Tree that performs much better than this light does. Think, nightlight, only with a slightly wider beam. Do not recommend for any purpose.",0
"Works great, don’t love the color. Reminds me of more “rose gold” than “gold”. Spray painted it with rustoleum and it looks much better now!",0
"Really easy to install and it’s pretty, but it doesn’t light up a dang thing. I’m keeping it just as a decor but the light doesn’t really light up the picture, you can barely see it, the batteries are new and you can see where it’s changing from gold to white color but super super soft.",0
"Have only used it a couple of times. Not very bright to light the picture. The unit, without being turned on, drains the batteries. I tested this, put fresh batteries in and 3-4wks later, tried to turn it on and they barely glow, as the batteries are almost dead again, and have not used it, and made sure the unit was completely off.

So, summary,,,,, not very bright, the base drains the battery (because of wireless signal?), and you have to be within a few feet for the remote to work.

Also, not flexible on the light mount, it is a hard tube in a U shape, this limits the adjustability.

Pretty useless, but I hardmounted screws in the wall to hold the base, so there it sits.

Would not recommend.",0
"The light has stopped working after not being installed for too long and rarely ever being on. Not sure if it’s the batteries, but they were new. Still investigating. Looks good over my commissioned hand-tooled leather art though. I was able to attach it to the wall with 3M Velcro strips, but it seems a bit heavy to not use wall screws. Hasn’t fallen yet, and it’s been up there on Velcro for almost 3 months.",0
"Looks more plastic than the photos. Batteries don’t last very long, but light is focused and they work for now.",0
"Looks cheap but does the job and has a couple nice lighting options, both the warm and the cold tone.",0
That’s the review.,0
"Fácil de instalar, un poco pesado para mi gusto y no tiene un gran ángulo de luz",0
"So so so disappointed in this. When I first got it, IT WAS WONDERFUL. Bright, working great and easy to use. Then after about a week, the light strength started failing after hardly using it. I thought it was a battery problem but then I put new batteries in. When I took out the old, the batteries were leaking and a white corrosive material was everywhere. I thought it was a bad battery. Put new batteries in. Still didn’t turn on. The inside had totally fallen apart.",0
Ordered three lights. All three lights stopped working even with minimal use. Very disappointed !,0
"Love that this is a picture light to light pictures in places I could not run a cord down to. Lighting options between the warm and a cool work very well. And the light quality is very good. However, I will say, it burns through batteries very fast. Put on a dim setting with only on the warm light setting at 50% or less and I guess I get maybe two to three days worth of lighting out of it at, 4 hours a day. Thank goodness I use rechargeable batteries to light these, though I really don't like having to replace them every 3 days to keep the light on. Wish there was a more battery conscious option to this product. Any suggestions out there?",0
"This picture light is very pretty, but I wouldn't buy it if you really need a bright light. No matter how I adjust it, it still just puts a very small spot of light across my picture. Remote works well. Batteries don't last long. I only use it occasionally and have already had to replace the batteries after only a month.",0
"As you can see from their images, the light shines into the room, and a little on the picture. You can rotate the light, but then it’s illuminating the ceiling and the wall, and the picture. The problem is the light comes from 180 degrees, when it should come from 90 degrees to illuminate the picture only. It’s a bad design for a picture light.",0
They look great but the charge did not last very long and because they are high up on the wall charging them is difficult. I paid someone to install them and because I have high ceilings I am not sure how to get up there to charge them. I charged them fully before they were installed but the charge lasted only about 8 hours. One of the remote power switch never worked.,0
"Perhaps the would work for a small (short) pc. of work. The light only illuminated the top few inches of the painting. adjusting did little good. Mounting it lower, closer to the picture, just made for ugly reflection of the bulbs in the glass. Not for me.",0
So disappointing with thousands of positive reviews. Light barely illuminates top 1/4 of my painting. Need a telescoping arm to cover large painting. ...this one is fixed. Sent it back. Maybe its ok for very small paintings.,0
It was great for about six months. Replaced both batteries in lamp and remote and it no longer works at all.,0
"Not bright at all,I returned it",0
"I really wanted to like this, it is clearly very solid construction and the remote works well. Has the functionality you want. However, the neck is made of metal and the light/battery pack are made of a plastic with a colour that does not match. Kind of ruins the effect of hanging it over a nice painting in our living room. Unfortunately, had to return it.",0
Products light area very small for a larger picture. I don't know why you would have a picture needing light so small for this product to cover in the first place.,0
"Eats batteries, pain to replace. Looks good!",0
Great light for the price,0
Christmas present that only worked a few times... changed battery and still not working.,0
Looks nice and the remote works great but the light it provides is barely visible. Dissatisfied.,0
used to illuminate a chart but it is much too dim,0
"The light is a great concept, it is bent, I tried to install, it does not line up… cannot use, I only tried to install last week",0
Product is great looking BUT EATS BATTERIES SO WAY TOO FAST. I installed Lithium Energizers like I use in my Blink devices thinking they would last 3-6 months - WRONG - I turn this light on 2-4 hours a night and it completely depletes the batteries within 1 week!!! So total runtime is about 10-14 hours - this is a dealbreaker for me - I will Keep the one I opened BUT RETURNING the other TWO.,0
Too dim,0
"The lights bounce back off the glass of the painting causing a glare on the glass. Wanted to return, but I missed the date by 3 days. I would suggest getting a non-LED light, which I had before and was better.",0
"This is made of plastic and totally cheap. It might look great from afar but is really cheap. And it is a nightmare to install as it will not stay flush against the wall and keeps tilting over. I give it two stars because of the dimmer and all. Very disappointing. You buy cheap stuff, you get cheap stuff.",0
Doesn’t give off the quality light I was hoping for and looks super cheap.,0
"Everything works as it should, but be prepared to change the batteries every 2 months.",0
Not strong enough to illuminate a 36” painting.,0
I purchased this item to light a dart board in my garage. Not nearly bright enough.,0
Works fine but is better for shorter pictures. Lights top of painting but not angled properly for lighting whole painting. Happy with light and remote very handy. Would recommend for shorter art.,0
Installing this was pointless. The light isnt bright at all. Does nothing.,0
"I bought two to illuminate a 24"" X 60"" oil painting. Clever design. Easy to mount, although the utility of the tiny bubble level is wildly overrated. Choice of three light temps. Handy remote. Swivel head. Just one little overlooked detail: They fail to throw a useable light. The dimmer button on the remote is superfluous- the light is already too dim at brightest setting. Photos are very deceptive because the light is magnified by the lens. In real world setting, these are woefully inadequate. I should have saved my $50 and put it towards a wired lighting option, which I was trying to avoid.",0
"I have it over an oil painting that is 24"" wide and 28"" tall. The light is just adequate for that size painting.The cool bulbs are very effective for this particular painting but it would better serve a smaller painting. The remote is a good feature and works well.",0
We were going to return it as it didn't work for us as well (using for a dart board). We ended up keeping it and installing more lights around the board.,0
I pulled off the tab on the remote as instructed. Remote never worked. Wish I had tried it before installing. I'd return if I still had packaging. Not happy!,0
Not bright enough,0
"Nice product, but it is missing the remote control. Too much hassle to send it back. Send remote if you can. Otherwise suggest better quality control in packing and shipping.",0
i bought this because i didn’t want to spend a lot of money at RH when it got here its in pretty brand new condition but the remote control broke away. Seller replaced asap week later a brand new remote control is not working again i give up!,0
The light only lasted for one week!,0
"I bought this June 19th. It’s now August 16th. Does not work. Changed the batteries, nothing. $30 isn’t cheap when it’s just a piece of plastic hanging on your wall.",0
Seems to function fine but the color is definitely not what is pictured. It is a rose gold.,0
The light is very low even on brightest setting. The batteries die in this very rapid. Can’t afford to replace them 2/3 times a month. I had a different brand several years ago that I only changed batteries in once a year.,0
"It's easy to set up, easy to mount, it has multiple colors, and a couple of brightness levels. But, it really is not very bright, and the pattern of light it throws is only as wide as the light itself, which is barely 12"" wide.
The description as listed is pretty accurate, and it does say only 100 lumens. Be aware, that is not very bright. I'll keep it, but I would not buy it again.",0
So mad at myself for missing the return window on these. Absolut junk. Cheap look. And all lights are crooked!! Terrible. Spend more money and get something proper.,0
I got it for relatively big pictures. More appropriate for small pictures.,0
"We did not even use them everyday for less than month and no longer than 6 hrs when we do but they have completely drained the batteries. Each light requires 3 batteries. The light is not as bright as we expected as well. Unfortunately, it's past the return window. Too bad because we liked how it had a remote control and a timer and 3 different color options. It's not worth it in my opinion.",0
I am not satisfied with the result I got after I installed the device. It only lights up the top part of the canvas and the picture that was in the description of the device is so misleading. The light doesn't reach anywhere close to the bottom of the canvas as shown in the picture.,0
"Really loved these but after just 2 months they completely stopped working. We’ve barely used them and tried changing the batteries and using a new remote, but still dead. I saw others complain about this issue when I was reading reviews prior to purchasing and figured it wouldn’t happen, but of course it did. Save your money.",0
THis light works pretty good but the batteries drain very fast. Wouldn't recommend buying it.,0
Color is off,0
Color is very orange,0
There are two settings for bright or warm lights. The warm is less bright but not what I would call warm. It’s still too harsh for my taste.,0
Works as expected. Very irritated that they are practically orange instead of brass. Ew. But a few coats of acrylic paint and they came out alright. Just be prepared that you’re in for a DIY if you want a brass light.,0
"Nice product, not the gold that I wanted looks more orange but still works nicely",0
the lights are very dim at best- the remotes controls worked at first but do not do anything- it is to late to return these as they go bad and stop working after the time allowed to return these is reached. I would not buy or recommend these to anyone. sorry I purchased these,0
"This is a fantastic fixture if you don't need anymore than 12 hours of light! As in, it sucks! Great for losing your mind as you wonder with each passing day ""was it always this dim?"". Just buy one with a wire, it's worth the extra cost and hassle.",0
you have to take the whole thing down to get to the battery compartment,0
Did not have a convenient wall outlet. Remote control is good however not bright at all.,0
"Lights stopped working and was RARELY USED. So now I have 6 nonfunctional lights, past return deadline. DO NOT BUY. Don’t make the same mistake.",0
"the company doesn't tell you the light is colored on your painting then when they contact you they are no help saying they know but the pure white light only comes with the black light very disappointed they need to clarify.
I took it down everyone made comments about how ugly it looked on painting don't buy it.",0
Terrible light. Purchased to illuminate a needlepoint portrait. It won't stay lit for more than 15 minutes. Have changed all batteries twice - doesn't improve anything. Too bad - it looked nice hanging over the picture frame. Didn't keep packaging - my mistake. Will return it anyway and hope for a refund. It's of absolutely no value to me but I'd like my $32.99. Amazon has never disappointed me - hope this won't be a first time.,0
"Word to the wise- the picture shows a brass colored light that is plastic and metal. Okay. When I opened the box, the light itself is actually a copper color- the only part that is a true gold/brass color is the neck. The rest of it is a garish faux plastic copper. I'm going to try and spray paint it instead of return it, but it is not at all the color in the photo",0
Just is not bright enough to highlight our painting,0
A saw a review saying a flash light would be better and they were right! I returned all 4 that I bought.,0
Product looks like painted plastic & the color is very very orange instead of yellow/gold.,0
It did not serve the purpose needed,0
I was extremely excited to get this in and bring attention to one of my favorite paintings but it’s so fun it’s basically nonexistent. I’ve tried messing with the batteries and the remote settings and it doesn’t get any brighter. It’s really too bad!,0
Easy to install everything is good except for the brightness it's not very bright even on the brightest setting but of course it's battery powered,0
The light is not bright enough.,0
Not using for picture but for a bathroom wall mirror I use when I need close up attention. Not bright enough for me.,0
A battery eater. Looks nice but feels cheap. You're fine as long as no one touches it.,0
"I was very hopeful that this product would be good, unfortunately it wasn’t. It is gold plastic with gold metal. It drains the batteries even if you do not use it. Finally it is just not bright even at the highest setting. Wish I would have returned instead of waiting on it to grow on me.",0
Onky good for small paintings. Made of plsstic...should have known for the price.,0
I have had the light fixture for 4 months. Turned it on maybe 5 or 6 times and now its is completely inoperable. Can't return it because the return window is close. I read on this site that trying to replace the bulb would be like buying a new unit. Clever! So what do I do? Take it off the wall and take a hammer to it!,0
"The light works great, but the color is orange, not gold.",0
Really not worth installing. Just too little light.,0
This is very cheap looking and bulky,0
It was so easy to install and beautiful the first time i lit it up but then the light stopped working and it no longer turns on even after changing the batteries.,0
The lamp itself is nice. Easy to hang... love the built in level! BUT... It’s two totally different colors. It’s actually so ugly. I’m not happy with it at all!!,0
"While easy to install and the remote is fine, this light is great for indoor art, but not for dartboards and should not be advertised as such. It has to be mounted too high above the board if in a case. Not effective in properly lighting the board.",0
It’s ok but batteries run out soon so it gets dim after a few hours.,0
Illuminate a painting.,0
I bought 2 of these. The bulbs did not generate enough light to light the paintings. The batteries run down quickly generating even less light. I ended up throwing them away. They actually look great but did not do the job I bought them for.,0
