Review,Label
The lights were easy to install and easy to use. The remote works instantly to provide accent lighting without the difficulty of hardwire.,1
I haven't even hung this up yet because I need to find a way to correct the hideous color! It is a cheap orange color in person. Definitely not the color depicted in the photo,0
"The screw template made installation a breeze. It's mostly plastic, but doesn't look cheap at all. My picture doesn't do it justice. Love that the remote allows so many options & that there are no unseemly holes in the wall or cords. Wish it was brighter, but it does the job!",1
"This light is WAY better than others in the same price category. Very easy install, love the different color settings (warm or cool and full or half light), even has a timer. 100% satisfied!",1
"Drains batteries quickly, I got rechargeable lithium batteries.. solved the problem.",1
"The description says it has an IRON arm, it’s all very cheap plastic. The color is sort of orange, it looks like it will break when you mount it. Not worth the price at all. Weighs nothing,",0
"product installed easy, works well, well pleased.",1
This little picture light is just what I was looking for!,1
"It’s a good brightness, easy to install, even had a little level on the back plate (which was removable for more accuracy). I also liked how you could turn the lights more towards the art or more straight down if you would want.
My negatives are it is a very yellow, plastic-y, shiny gold. Not really any different than shown on the listing but I guess I was hoping for the best when I bought it. Another thing I didn’t care for is that you can see all 6 individual led lights if putting it on something reflective.
I did really like the options on the remote. Not sure why anyone would want the cool light as opposed to the warm but it’s nice it has that option. Also love that you can adjust the brightness.",1
Love it!!!! It is absolutely perfect!! Easy to install!,1
"While easy to install and the remote is fine, this light is great for indoor art, but not for dartboards and should not be advertised as such. It has to be mounted too high above the board if in a case. Not effective in properly lighting the board.",0
The first one I bought did not come with a remote I was sent another one and got the remote but had to return the rest of the product back to UPS kind of hassle for the consumer but in the end it worked out. The glare is not as bad in person. It also has a little water level on it to help with leveling just that little added help. It could use a little more range of light or my print maybe a little smaller.,1
"No wires, easy install, reasonable price",1
Bought this product and after installing it was impressed with the look and options that were programmable from the comfort of my couch. Well it’s only been over a month and now does not operate at all even if you push the on/off switch on the light. Do not purchase without the warranty as you only have 30 days. Probably I’m giving up on battery powered picture lights as they are unreliable,0
Looked a little out of place for our taste. But very nice product.,1
"Works great, don’t love the color. Reminds me of more “rose gold” than “gold”. Spray painted it with rustoleum and it looks much better now!",0
The only gold about this wall light is the curve pole the rest is not gold.,0
Not too bright. Batteries fairly easy to change.,0
"The color is not all ""gold"" there is an orange shade to the arm and base of the fixture. Not overly noticeable.",1
RH on a budget! Looks just like expensive RH lights.,1
"These need to be nailed in the wall as command strips don't work. I tried using 3 of them but still fell right off the wall instantly. You'd need to commit to using these forever.

Also didn't come with remote. When tried to return says non returnable but they said keep them and give me a full refund. Strange business.",0
Feels cheap. Returning.,0
"This was easy to install. It has two lighting effects, which actually offer differing aspects of the painting! Cool and warm tones! It has a timer, too. Best of all - no wires! I cannot stand wiring all over!",1
Very easy to install and looks amazing.,1
We returned both that we ordered. Plugged one in overnight to test it. It wasn't even as bright the next day as the one we didn't plug in! Didn't waste anymore time with them after that.,0
"If you buy this light you will need to spray paint it. It works well. Good for the price but the colors being all different was not acceptable. For instance, the plastic is orange gold and the metal arm is bright gold.",0
"Les agradezco su profesionalismo . Estoy seguro que el producto funciona , solo este llegó dañado . De hecho pueden validar y les he comprado otros 4 del mismo .

Gracias y saludos .",1
"It worked great, but it didn't work for what I wanted it for.",1
Lamp is super easy to install and has nice features like 2 different light levels and a remote control. This product would be 5 star if the built in timer did more than simply turn the lamp off. It would be great if the timer could be set to come on daily at a specific time and remain on for a set period then turn off. Many decorative cordless lights have this feature.,1
"just what i needed, and works great.",1
It looks amazing. I wish the brightness was a light higher.,1
"I am thrilled with this light--so many adjustments, you're bound to like some of them! No cord (I don't plan to have it on all the time, so battery life is not an issue). You do need to understand that the ""gooseneck"" on the lamp doesn't flex--so you can swivel it back and forth but not up and down. And the lights themselves can be adjusted. Well made, and looks great. I'll try to add a picture later...",1
"It looks good. Instalation was easy, as it comes witha white paper that helps mark the spor for the scews. I thought the handle was flexible, but its not; you can only move it from side to side. The lightbulbs rotate toward wall or out, so you can adjust the light direction. The price may be a little steep, considering its plastic, but it does the job. Mine is the 13 inch. If there was a longer one, it would look better for my art, but i am satisfied overall.",1
"Nice little light! I like the different settings on the remote (bright or soft light). The timer is a nice feature. My only minor complaint is that the color was more like a rose gold than a regular gold. It didn’t quite match our frame. However, you can’t really tell unless you walk right up to it. Overall, very satisfied with my purchase.",1
"Most importantly, I found the following features bring pleasure in viewing my recent purchase: The Guardian.
1) wireless. Runs on 3 AA batteries (not included)
2) miniature level and paper template for determining placement of screws for the panel which the light easily slides
3) remote with option for bright white or amber lightening. Plus ability to brighten or dim
4) timer for auto off as I gaze before sleeping
5) one can actually rotate the lights 180 degrees as to where the light shines on art piece
I am very pleased and will order again for future pieces.",1
"I was surprised at the quality for $26-$27. It’s easy to hang, the light options are great—cool, warm or somewhere in the middle. The light rotates up and down to light your picture. We are really pleased. The remote works well too and there is an in/off button on the light itself. It could be a bit brighter but for the price we are very happy.",1
"I like the light's design, but the light is very dim. More to use for a night light than an office space.",0
"Easy install, easy to operate. Does a great job on the picture we are using it on.",1
Nice light decor over my hallway picture.,1
"Es muy fácil de instalar...prro en mi caso los tornillos que trajo no sirvieron...tiene un nivel incorporado lo que hace que el trabajo sea más fácil...el brillo, el control remoto todo muy bien...Definitivamente es un plus no tener que hacer obra para los cables. Lo recomiendo ciento x ciento.",1
I’ve already gotten so many compliments on this and have sent people the link to buy it. I love it.,1
Looks expensive and I love that its battery powered,1
"Barely shines a light at all. It doesn't light up the area, can barely tell that the light is on and I had it on at 100%. If you really need a light like this, I would not recommend it.",0
Great product and quality,1
"This is, without a doubt, the highest quality piece of equipment that I have ever bought on Amazon.",1
"I’m actually really disappointed in this item! I had high hopes but it’s just not worth the money. The battery life is terrible, the “brightness” isn’t bright at all and there is very little % difference when using the remote",0
Very easy install,1
Love these for the aesthetic but not super bright If that’s what you’re looking for,1
This worked well for the space but if the arm extend a little further out it would have been better. Very good value and looks nice,1
Had it less than 1 year and it quit working.,0
The whole thing apart from the stem is a copper color. Doesn't match if pairing with a gold framed painting.,0
"I’ve been having to use this just as decoration because the remote won’t cut on and I bought the necessary batteries for this item. I had this product for about 4 months but I’m extremely frustrated because I wanted to use this as a light not just for decoration. I also, don’t know who to contact with the product not being from USA.",0
,1
,1
This is a tremendous light for the price. Looks great and the warm and cool lighting differential is superb. Not to mention the time and light volume options. Picture depicts warm light option. Exceeded expectations.,1
"You can attach those with a 3M “sticker”. Love that they come with a remote that has a timer.
Super cute and have no cons about them.",1
"This light works wonderfully, it's the remote that is a bit hit or miss. I originally gave this a bad review, but my husband got this light working, and it really is a good product.",1
"I love this picture light. The only problem I had was nailing it to the wall above my Bachelor of Arts degree. It appears that my wall is not cooperating with the hammer and nails. It keeps bending. I think I would have to buy a drill and secure it like that. All and all I was able to place it on a table near the frame and let the light shine upon it. LOL , hey its cool. What I didn't like was the remote control. It appears to be difficult to open and to operate. We can't open the small case to see what type of batteries are needed. Bummer!. However, I love, love, love the picture light and will buy it again for all my other degrees and certificates. It really is a great help in highlighting one's own personal achievements. It sells at a great and affordable price too.",1
"Fácil de colocar, el color un poco amarillento pero la retoque con pintura en aerosol negra solo chispazos para dar un toque de oro viejo y el resultado genial 🥰",1
Wish it was a little brighter,1
"Very basic, simple",1
Beautifully showcases paintings,1
"Good quality and the remote/brightness modes are excellent but the “gold” color is really an odd orange/copper. The artwork I was going to pair it with has some gold paint and a gold frame which made the copper color stick out like a sore thumb. Even my husband (who has zero interest home decor - ha!) made a comment that it looked tacky.

That said, would still highly recommend the product if the black or silver colors suit your needs!",0
Love this little light! It looks so cute and it only took a sec to install. The light can be a white light or a warmer tone. You can dim it and put it on a timer. The fixture is easy to get off & change the batteries if need be. The “gold” tone looked a little orange so I did as other buyers did & spray painted it with some gold spray paint. Turned out great. Works via remote or a button on the device. Accidentally ran the remote through the washer & it still works. Yay!,1
"Very cheap looking product, even for price. Plastic is two different tones and very cheaply made. I didn’t even try installing it. Returned!",0
Wonderful,1
"The unit looks great, just doesn’t highlight enough for my liking.",1
"Nice little light, but it died after a couple months. Tried to replace batteries in light and remote with no luck. Tossed in garbage.",0
Bought this to accent a photo and antique desk and quite frankly I can barely tell when it is turned on.... It's highlighting nothing!!!. So disappointed!!!! Now the light is not even working .. Can You please comp me a new one... Help,0
Perfect for my RV,1
The gold is NOT GOLD. It’s orange and looks terrible!!!,0
"These work well. I love that there is a timer. Also, I didn’t realize I much prefer the warm light to the bright light for viewing paintings. I have 2 artworks that are about 32” to the bottom and not quite bright enough to the bottom. I have 2 other similar light that are only white light and no timer and paid twice as much. If you have a drill, laser level and measuring tape - installs in minutes. I actually used other wall anchors and screws because the included ones are somewhat small. If you used daily it would require a lot of batteries and may want to consider rechargeable. Not sure, but guessing 20 hrs life with 3 AAA batteries",1
I was extremely excited to get this in and bring attention to one of my favorite paintings but it’s so fun it’s basically nonexistent. I’ve tried messing with the batteries and the remote settings and it doesn’t get any brighter. It’s really too bad!,0
"The remote control is very convenient. The lighting can be changed to 2 types of lighting controlled by the remote control.
The design of the light is minimal which is great and the eye focuses more on the painting or photo rather than the light itself. I order two and love them.",1
Very pretty and easy to hang picture light if you don’t want to hardwire. disappointed mine came damaged with a noticeable dent . Will have to re order,1
All the various options for light effect.,1
"I liked this a lot, but it stopped working after about three months of use. Disappointing, especially for something you have to install",0
"Play Video
 Love it beautiful",1
Perfect light for my artwork,1
Works great and highlights my pic that's mounted very high. Great accent.,1
"Very easy to install, love the timer on the remote",1
I do enjoy this product. I just wish it was a bit brighter.,1
"Didn't want to buy it but my wife was insistent. I thought it looked cheap, but it's actually pretty cool once we received it.",1
It’s not gold but copper. I forgot to read the reviews!,0
"This puts out light in a very small area. We have a picture that's 3.5 feet high. It only lights up one-third of the painting. The workmanship is shoddy, which we could deal with if it would do the job.",0
Very nice.,1
This is such a great product!,1
The light is not bright enough.,0
"I love the detail and is not expensive and is not heavy but I do not like false marketing if say Gold I want Gold color but this is Bronze, Hello Huuuuugeeee difference! And that is very bad for customer experience! Please team level up and be clear on the Color because now Im in the way to home depot to buy a gold spray !!",0
"J'ai utilisé ce produit afin d'éclairer une toile installée dans mon salon qui lorsque le soir arrivé était dans un endroit sombre, maintenant la lumière lui redonne toute sa splendeur.",1
"I have already changed the battery to make sure it wasnt the battery, bit this light stopped working with literally weeks of use. Shame. Do not recommend it",0
Purchased this picture light for a picture where there was no access to electricity. Worked fairly well for the first week or two but went through batteries very quickly. Then it simply stopped working. Changed the batteries in the light and the remote. Still nothing. Terrible product at a ridiculously high price.,0
"I bought this and was happy with it , but that was short lived. I bought it to go over a piece of art. I only turned it in stem guests were in my home. I didn’t use this light very much. When it wouldn’t come on I thought the battery was dead. I Changed the batteries with multiple batteries. I tried batteries from different packs. No luck. There is no way to change the battery in the remote without breaking it. By the time I noticed this was not working, the return date had passed. In my opinion, this light is not worth purchasing.",0
Balcony,1
"Perhaps the would work for a small (short) pc. of work. The light only illuminated the top few inches of the painting. adjusting did little good. Mounting it lower, closer to the picture, just made for ugly reflection of the bulbs in the glass. Not for me.",0
I love it,1
Product came without remote and now won't work. I replaced all 2 batteries and it still won't come on.,0
"Beautiful design and finish, easy to install
BUT Harsh 3-4 thousand cold Kelvin temperature lighting.
As bad as bluish fluorescent. I would suggest manufacturer change to 2700 Kelvin or less led strips ... they are available in China or allowing the remote to vary the Kelvin temperature to correct this obvious deficiency",0
"If you are looking for way to accentuate an artwork, this light is the answer. Love the fact that it has a remote control. It allows me to turn it on and off when lying on my sofa. What a breeze!",1
Delivered very quickly! Wonderful light!,1
"Works well over picture, like new control options",1
Too blue and too focused. Need light to be more flood like and less spot like.. returned without a problem.,0
I am very happy with this product. I would have given a third option for the intensity and colour of the light but it is pretty OK,1
"Lighting large painting, light looks good but would be better on smaller painting since light doesn’t reach beyond middle of painting",1
"I like how easy to install and beautiful lights..
Highly recommended.",1
Not at all like the picture. It's not gold. It's more yellowish and it looks soooo cheap. Ugh... what a waste of money,0
Feels cheap and looks cheap. Returned.,0
"I’ve had these lights for about a year and when I tell u I wish I never bought them. Like everyone with a honest review says, it DRAINS the batteries, very quickly. A few hours per night will need new battery change in a week if u want to maintain optimal brightness. How expensive then is this product if you’re constantly buying batteries? The color was an ugly orange/copper so I spray painted it. If they would just paint it a true gold color n fix the evil wiring problem, it might be worth something. DONT BUY!! This product is garbage and wastes so much money.",0
Nice inexpensive starter light to accent art or paintings,1
Very easy to install. Provides good illumination for a picture or painting,1
"I will be buying more of these for other pieces, I love it. Very easy to install, light weight & I LOVE the remote control with all of the lighting options! This needlework I did looks a little wonky & crooked cause I carried it around for 40+ years unfinished, finally finished it & matted it with handmade papyrus & thought it deserved special lighting. It's my 1st & last needlepoint, so tedious....lol",1
"The light is okay but not as good as we would have liked for the following reasons:

When the lamp is on, the light reflect several dots onto the painting. It looks ridiculous, like airport runway lights. There seems to be no way to diminish or remove the dots without turning off the lamp.

We expecting light to emanate from the fixture without the bulbs throwing off 12 dots onto the canvas.",0
"For the price, it’s OK, but I wouldn’t recommend.",0
Love it!,1
It’s very attractive. Doesn’t give a huge brightness but adequate. I still think an excellent value.,1
I purchased 3 of these and very happy with them thay gave my jazz 3D art stand out even more.and i can change the lighting color to fit my social dinner moods.my friends was very impressed with what i paid for them and so was i.very happy customer.,1
Made my picture show up beautifully. I have ordered another one for over the picture of my Savior.,1
"It was super easy to install as it has a built in level, uses 3 AA batteries and a remote that lets you change the power up & down and a built in timer.",1
A battery eater. Looks nice but feels cheap. You're fine as long as no one touches it.,0
"This is cheap and absolutely not wort it. We bought because of the reviews but in hindsight, the reviews seems fake. The brightness isn't bad but the plastic is clearly bad and looks cheap. Returned the item, would never buy again.",0
Used these lights to highlight a picture and I also use them when I gave theses shelves a facelift! The lights are remote and can be dimmed. A beautiful finishing touch!,1
I used this light over the picture of each child.,1
Great if you can’t hardwire and are ok with led light!,1
Didn’t want to mount yo wall so I used two sided tape. Holds well. The remote works great on timer and the amount of light chosen. Looks really good at end of a hall on painting.,1
Seems to function fine but the color is definitely not what is pictured. It is a rose gold.,0
Cheap looking - didn't even use it.,0
Impossible to open battery compartment.,0
Product looks like painted plastic & the color is very very orange instead of yellow/gold.,0
"This product looks great and is inexpensive. However, be prepared to change batteries often. If you purchase, only turn on when company is over. If you want an everyday painting light (or have a large painting), consider another product.",1
Battery only lasted two days,0
So mad at myself for missing the return window on these. Absolut junk. Cheap look. And all lights are crooked!! Terrible. Spend more money and get something proper.,0
I love the brightness and very easy to install.,1
Can't open the remote control to change battery. Remote is not working.... only had it 4 months.,1
Super easy to mount. The remote control is such a plus also. I can turn it on and off without much effort. If I could add one thing it would be to offer a more muted gold.,1
"This is an excellent addition to a darker gallery wall in my home. I am unsure how long the batteries will last, and I was disappointed in the finish. The face was chipped in transit and it obvious with illuminated.",1
Easy to install and use,1
Works great! Mounting takes less than 15 minutes. You can rotate the lighting elements to provide more or less illumination. Remote works fine. No complaints.,1
The only thing I don’t like is to replace all of the batteries which is too soon all the time,1
Looks good for the money. Could be a little brighter,1
Its orange. Its really orange . Its going back.,0
It’s two different colors!! The rod is brass and the actual light is copper. It looks super orangey in real life. I didn’t even bother taking it out of the package it’s so bad. So disappointed,0
"Looks more plastic than the photos. Batteries don’t last very long, but light is focused and they work for now.",0
Love my lamps. Super bright and easy to assemble. I don’t have complaints,1
"Picture is gold - it’s more like a brass tone to it.
Don’t remember a remote with it.
Looks nice",1
Difficult to install,1
"I have been searching high and low for sconces that are battery powered and modern looking. These are a perfect fit above our art work. They are easy to install, and love that there are no cords for plug in.",1
It looks great and works well,1
"I ended up not using this for what I wanted to use it for, but what little I did use it, it worked well. The light is strong and adjustable and it mounts pretty firmly. It's nice to light up a painting. It won't be able to do much for super big paintings though, so keep that in mind. If you want to give even lighting on a large painting you'll need to get something more heavy duty. For a normal size painting that doesn't need exact lighting, though, this is nice.",1
Lasted two months. Not good quality,1
It all seems great so far!,1
"Removed a star because the base and light are a different shade of gold color than the stem because the stem is metal and the base/light piece are plastic. But for the price, its good. The mounting piece has a built in level that made it very easy to hang and the lights do a great job for what i needed them for. Will prob buy again and just give it all a coat of rustoleum gold spray paint to make it look more uniform.",1
"Love the look. Sits a little crooked (leans forward) as it’s top heavy, even though I used the paper template and followed the directions. Comes with wall anchors but it’s not heavy enough to need them; plus my drywall is so thin, which could be why it’s leaning forward, that the anchors just went straight into the wall and disappeared. Maybe someone will find it 100 years from now like a love letter. “Dear drywall…”",1
"Love that this is a picture light to light pictures in places I could not run a cord down to. Lighting options between the warm and a cool work very well. And the light quality is very good. However, I will say, it burns through batteries very fast. Put on a dim setting with only on the warm light setting at 50% or less and I guess I get maybe two to three days worth of lighting out of it at, 4 hours a day. Thank goodness I use rechargeable batteries to light these, though I really don't like having to replace them every 3 days to keep the light on. Wish there was a more battery conscious option to this product. Any suggestions out there?",0
"I had my doubts about these... I knew that the paintings in corner of my den needed some lighting, but the thought of having a cord hanging down the wall was untenable to me. Cutting in two outlets on the wall behind the paintings could be easily accomplished, but if the paintings ever came down, the outlets would have had to be removed. This installation remains a possibility.

In the meantime, these lights serve to reinforce the notion that this corner needs lighting. They were simple to install, taking less than 10 minutes each. The lighting modes offer more variety than most plug in lights, and the dimming feature allows you to both extend battery life while adjusting to the lighting needs of the moment. The timer feature is also useful for extending battery life. It turns off what I forgot.

There is a clever little bubble level integral to the mounting bracket that made the installation that much easier. The only adjustment that I had to make was in the field of light coming from the unit. The lights throw a full 180 degrees of light, which resulted for me in light shining above the paintings and frames and onto the wall. I remedied this by placing electrician's tape across the upper section of the lens of the light. Depending on the size of your piece, you may want to similarly adjust the range of lighting. This modification does not show in the room.

I found that mounting it as close to the frame as possible was the best placement for the light. Mounting it above the frame resulted in highlighting the space between the frame and the lights' base.

To sum up, the light is inexpensive, easily installed, versatile, and effective. I can enthusiastically recommend it to anyone who finds himself wanting to light up a framed piece of artwork without undertaking a small home wiring project.",1
OK,1
Love how easy this is to use. Perfect for showing off our paintings.,1
"Seriously, 83 five star and only five star reviews, all on the same day? And all in non standard English.",0
"There’s absolutely nothing negative to say about this lighting. Super easy to set up, literally it took me two minutes. It looks amazing at night. I am not one to right reviews but sometimes you should. You will thank me later. It looks expensive, very good material. Don't hesitate to get it.",1
"Attractive, choose warm or cool light, and timed ""on"" programs.",1
It is pretty heavy. Does not work for the picture I had intended. Unable to position. Arm is not movable.,1
"This picture light is very pretty, but I wouldn't buy it if you really need a bright light. No matter how I adjust it, it still just puts a very small spot of light across my picture. Remote works well. Batteries don't last long. I only use it occasionally and have already had to replace the batteries after only a month.",0
It was very easy to install but the remote difficult to navigate.,1
"I love my picture light. It's really pretty and does a great job of lighting my art. It is also offered at an affordable price. The company, Luxsway, also has great customer service! I had an issue and they gave me help freely and quickly, even though I was past the return date. I like this company a lot and will be buying from them in the future! Good people, good product!",1
Easy to install,1
"Easy to use and the remote works great. Bright enough for a basic picture light but for those that though they might able to adapt for other uses like a stairway light, its just not bright enough. Not much brighter than a night light. Color is also an over the coppery collar and so kind of a tacky color. Will not look like copper -- more orange/copper mix.",0
"I ordered this with trepidation based on reviews but, for $30, I figured it couldn’t be all bad. Boy, was I wrong. It came out of the bag with wall paint splatters on it! So not only did they send me a flimsy piece of plastic, but they sent me a USED piece of flimsy plastic. This one is definitely going back.",0
Wish you could manipulate the neck of the light. Not bright enough to light it up well.,1
Ok,1
"No matter how the light is directed, the brightness of the light is not adequate for the size of my framed art. It only lit the top part of the art piece.",0
Fantastic!,1
"Was easy to install, illuminates the painting perfect. Would buy again if needed for another project.",1
Great quality for the price. Easy install and looks great.,1
"Me agrado, lo practica, que es, y todas las funciones, del control remoto",1
Nice,1
"I bought this in March of 2021, so almost two years ago, which means it's not that old. Battery inside fixture died, so I tried to change it but only the first of three came out. The second and third are stuck inside a thick layer of corrosion. I broke a paring knife trying to get them out! Do not buy this item!",0
Very easy to use and install. I wish they were rechargable instead of battery operated.,1
Great product for the price ! Very easy to install.,1
This light is super easy to install! Even has a built in level! I could not be happier! Looks great! A+++,1
"Wish I could make the light a little brighter. But it does the job! Not going to lie, it's a bit bulky but it fit behind our painting well. A cool feature is that the lights rotate. You can change the color of the lighting from warm to cool lighting. I prefer the warm lighting. The remote also has a timer! Overall a good buy",1
That it made of plastic.,1
Works well.,1
"Really loved these but after just 2 months they completely stopped working. We’ve barely used them and tried changing the batteries and using a new remote, but still dead. I saw others complain about this issue when I was reading reviews prior to purchasing and figured it wouldn’t happen, but of course it did. Save your money.",0
"I have it over an oil painting that is 24"" wide and 28"" tall. The light is just adequate for that size painting.The cool bulbs are very effective for this particular painting but it would better serve a smaller painting. The remote is a good feature and works well.",0
Makes my art POP!! So good. Built in level for mounting helps so much.,1
Purchased this picture light for a picture where there was no access to electricity. Worked fairly well for the first week or two but went through batteries very quickly. Then it simply stopped working. Changed the batteries in the light and the remote. Still nothing. Terrible product at a ridiculously high price.,0
"We just wanted a battery operated picture light. We love the additional options that are available on the remote. There is button for a yellow light or white light, 50% lighting or 100% lighting also a plus and minus button for brightness. The variety of timing options are nice. Each light is movable outward or inward. This light is a winner for our needs!",1
"I think this item is a good dupe to a very expensive picture light. I think it looks a little plastic looking when you first open it up, but once it’s on the wall, you can’t really tell. Definitely a good affordable option that gives off the same effect as an expensive light.",1
Love the easy installation. I love the way it looks.Highlight is perfect. The warm light or white choice is great as it help changing the mood...,1
This light is so cute over my picture! It is easy to install and looks very classy!,1
Very nice quality but could be a bit brighter. Would buy again.,1
"I wanted an inexpensive art statement light above a large piece of artwork above my piano. I loved the remote control to turn it on at night. I did not use this nightly as I would just forget to turn it on; however the remote and/or the LED light stopped working after 5-6 months and keep in mind, I didn't log hundreds of hours of use before it died. Maybe 15 total hours. Disappointed.",0
This is very cheap looking and bulky,0
"Overall, the lights do the job I bought for which I bought them. Remote makes it very convenient to operate. The installation was somewhat a pain. The built in level is pretty much useless. The fluid for the level is so thick, the bubble takes forever to move. Then, when bubble centers, it is not correct. I verified this with my on level. Bought 3 lights. All were like this.",0
"I purchased 2 pieces, only 1 is working , the second one can’t operate at all",0
" Perfect for what I needed and wanted, looks like a nice brass lamp, nobody will know different. Love the different settings and the fact it has a remote with timer.",1
"I’m not one to rewrite reviews much, but the manufacturer of this product thought of everything. I was thoroughly impressed with the paper that they used to help guide the install of the screws, which were provided. Also, remote control is outstanding with a bunch of options. (One suggestion to the manufacturer, maybe they can add a dusk dawn timer instead of just 120 minutes on the timer). Lastly, the lights themselves rotate so you can place the lights where you want them on your painting.
Thank you so much for making such quality product.",1
I loved this so much I ordered another one. After a few days the first one I ordered stopped working. It would only go to about 30%. When I explained that I didn’t want to take the back plate off the wall for fear of damage I got in touch with Amazon and they are sending me a replacement!! I’m happy because the light is really great and does a good job lighting my artwork along a dark hallway. The fixture itself is somewhat subdued and doesn’t detract from the pieces of art it’s illuminating. It was super easy to hang and I’m just hoping they will not all stop working after a few days. If they continue to work I plan on buying one for all my artwork!,1
"This is yellow. Not gold. It’s the worst color I’ve ever seen and now I’m
Stuck with 2 of them.",0
Also like the versatility of different settings and dim control. Remote is convenient. Good buy.,1
"This light is not very bright
Actually a waste of money!",0
" I love everything about the way this looks. Only issue I have is the batteries. The batteries die in a couple days if you forget to turn it off.

Don’t waste your money. Just buy a rechargeable version.",1
Bought this and just started using less than 10 weeks ago and it stopped working. Tried putting new batteries in and everything - nothing worked.,0
I bought 2 of these. The bulbs did not generate enough light to light the paintings. The batteries run down quickly generating even less light. I ended up throwing them away. They actually look great but did not do the job I bought them for.,0
Easy to install and works great. Adds a touch of class to the room,1
"These are affordable and give me the look I was going for, but I bought two at two different times and they are not the same color. I ordered the same ones. I’m going to have to spray paint them and probably use Rub n Buff to get the look I want.",1
Easy to install and works as advertised,1
Just got it today and it took less than a minute to hang. It is really lightweight so I was able to hang it with command strips which is really nice. The built in level is a good feature too. The gold color looks kinda cheap in person. Overall it’s great though. Hoping it lasts!,1
This product is amazing. I bought it and then my brother saw it & ordered. My best friend saw it and ordered. I saw it on YouTube the girl name was DIY with KIVA and she had a link and that is how I bought it.,1
Third one ordered. Great for highlighting our framed pics. Enjoy the warm and bright shades. Excellent product.,1
She wanted something to mount on the wall to highlight a small relief carving that she has had for years. This light really does make the carving 'pop'.,1
Very nice,1
It’s rare to find something at this price that both does its job and has great extras! Includes thoughtful instruction details and super little remote.,1
"It is way to dim to light up larger paintings,I've tried both switches and ways to dark.Very disapointed",0
This product is terrible. It drains the batteries even when it's not on. I checked batteries with voltmeter before putting them in they are fully charged the light is off the next day I go to turn it on it won't come on take the batteries out check with voltmeter batteries are dead It must have some sort of short it was a waste of $36 don't buy this I couldn't be any more disappointed,0
